((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stress/non-stress
11:30:41:468;0.38201197975;0.00484602530036;-0.19580499118960892;0.4405331;-0.446142380571;0.00426211866769;-0.954024306768642;-0.38307226;9.95478271161;0.00468883608114;0.24801040117743023;9.998186;491.742074804;173.870329813;-0.23370438152300332;500.0494;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:41:625;0.379720386536;0.00524797784085;-0.39483071672183856;0.4405331;-0.442585280411;0.00415572896008;-0.975726993964539;-0.38307226;9.95225169554;0.00475620986791;0.2000565660518574;9.998186;490.854559625;169.373634998;-0.0754361110930426;500.0494;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:41:781;0.384064152268;0.00492084820263;-0.08449712144301458;0.4405331;-0.443850787661;0.00418496438784;-0.9938072568585721;-0.38307226;9.95184124554;0.00465806805608;0.30737018792677384;9.998186;490.532115768;172.025469263;-0.10571905451740182;500.0494;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:41:937;0.385090238768;0.00500423420877;-0.123936331161977;0.4405331;-0.446416003554;0.0042183573496;-0.9803769596971961;-0.38307226;9.94787372411;0.00443966672209;0.6360039755408256;9.998186;490.565467732;170.721515053;-0.15507341552093656;500.0494;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:42:093;0.385090238804;0.00503961006507;-0.14820030107639814;0.4405331;-0.449118030804;0.00429259869231;-0.9868373932200725;-0.38307226;9.94623198393;0.00427963280907;0.9039082947196073;9.998186;490.365239929;164.023079811;-0.052275841484744845;500.0494;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:42:250;0.386047919589;0.00513702475788;-0.20019052009732485;0.4405331;-0.446518611446;0.00420731282532;-0.9963837125159167;-0.38307226;9.94500068393;0.0042838163119;0.9433773325607326;9.998186;490.290620714;172.489725396;-0.0887703824365258;502.02734;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:42:406;0.389810236732;0.00556036549971;-0.06770291198367318;0.4405331;-0.446279191107;0.00420946646549;-0.9840240711580588;-0.38307226;9.943872;0.00416968847546;1.1690399843684034;9.9790325;490.519667321;180.436285683;-0.15211186919898845;502.02734;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:42:562;0.393504148339;0.00635382405631;0.11553499416401225;0.45968673;-0.447442088964;0.00440962560888;-1.0111706315487134;-0.38307226;9.94318794554;0.00409360222474;1.3118047323222086;9.9790325;491.475127286;201.602739836;-0.5063001544052317;502.02734;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:42:718;0.392512264982;0.00636239777943;0.09722976788211035;0.45968673;-0.449699478964;0.00418597615795;-0.8864814850528027;-0.38307226;9.94742909196;0.00414643871144;1.0438298691290466;9.998186;491.1492675;211.352621093;-0.612069820871906;502.02734;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:42:875;0.394906466625;0.00644248480392;0.07633195677576232;0.45968673;-0.451272811196;0.00407080337849;-0.808912703962553;-0.38307226;9.94565056339;0.00427193697309;0.901874735250519;9.998186;490.703256357;221.720039335;-0.7044506790559395;502.02734;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:031;0.397847914089;0.00683720176235;-0.101990515025431;0.45968673;-0.450930782804;0.00397976667305;-0.75091050973271;-0.38307226;9.94188824554;0.00396859902998;1.3935156520997811;9.9790325;490.079267214;233.285594466;-0.768336287805865;502.02734;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:187;0.399934289714;0.00682687799415;-0.05443719761818411;0.45968673;-0.452572521393;0.00372281430044;-0.5916340013524186;-0.40222588;9.94424823661;0.00409445840148;1.0684548605180462;9.998186;490.228886036;244.598962762;-0.906104207309701;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:343;0.4022600855;0.00648885123172;0.1956694160777439;0.45968673;-0.453119767214;0.00360452043229;-0.5155623109006133;-0.40222588;9.94794213839;0.00376130008216;1.2916208732575658;9.998186;490.972321179;265.520850015;-1.0789492542739303;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:500;0.403320375089;0.00638742280416;0.19553777051970034;0.45968673;-0.455992809589;0.00346891297784;-0.36044631472776834;-0.40222588;9.94277752143;0.00331194223063;0.7573336551312857;9.998186;491.015166429;266.928553126;-1.0587001655394463;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:656;0.4078693585;0.00601546021985;0.4485686423208115;0.45968673;-0.457053099054;0.00358371500456;-0.44379473580070083;-0.40222588;9.93898100179;0.00267831085598;-1.065265626211476;9.998186;490.578009;251.505281562;-1.0338767858336557;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:812;0.405304142375;0.00575286103162;0.654509343391839;0.45968673;-0.458113388393;0.00329141134321;-0.3367298584530518;-0.40222588;9.93942563393;0.00264363323892;-1.0539507048574963;9.998186;490.390409071;250.641058186;-1.0033942591269296;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:43:968;0.406603851911;0.00573530880826;0.702774022811155;0.45968673;-0.457429331607;0.00322328012874;-0.26803863968725716;-0.40222588;9.93850216161;0.00262269193001;-1.0284883847629094;9.998186;490.731665464;246.286342125;-0.9969721396016902;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:44:125;0.405748779804;0.00567982931238;0.7514909643667136;0.45968673;-0.454453681196;0.00338769725899;-0.34907412384961445;-0.40222588;9.93771550893;0.00263495401058;-0.9903329573884854;9.998186;491.379755821;240.511039762;-0.972978974351586;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:44:281;0.407937764179;0.00590331499048;0.5681933319164152;0.45968673;-0.452538319857;0.00338494580926;-0.39940481762732016;-0.40222588;9.94291436429;0.0025972940715;-1.1118112303176615;9.998186;492.298863;244.710296704;-1.0439534794331629;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:44:437;0.4087244305;0.00612758329803;0.37385339803761664;0.47884035;-0.455445564893;0.00360214372325;0.14305754566478868;-0.40222588;9.9430853875;0.0025879998163;-1.1063244645574926;9.998186;492.689105679;242.677401367;-1.0379588899874552;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:44:593;0.406261822893;0.00620986497695;0.25388017308586974;0.47884035;-0.456505853893;0.00350192029185;0.2613380570601347;-0.40222588;9.94524015;0.00253191545744;-1.063994737462765;9.998186;492.818861411;230.573530111;-1.0031481168859122;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:44:750;0.401336607946;0.00622536296273;0.1872058525321636;0.45968673;-0.458592229607;0.00295465302993;0.15646871900243475;-0.40222588;9.94452188214;0.0024690985784;-1.016652263323334;9.998186;494.273607411;235.752984507;-1.0761136710341241;510.01825;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:44:906;0.398018928196;0.00693366076417;-0.0028082674262965845;0.45968673;-0.45506933375;0.00289063846189;0.38888833023334657;-0.40222588;9.94229869286;0.00253279030222;-0.43691651746135474;9.998186;494.240145625;237.068520057;-1.079179736602947;510.01825;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:45:062;0.407082691893;0.00605320050315;-0.022356595512338817;0.47884035;-0.452401510268;0.00301873109157;0.36205011991564007;-0.40222588;9.9464714375;0.00337615978884;0.6647522735383706;9.998186;493.549851946;225.078316189;-1.0959996156818035;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:45:218;0.408553415786;0.00584349439369;0.0823984307649499;0.47884035;-0.452777742357;0.00299066087701;0.4303915535243741;-0.40222588;9.94602679196;0.00344199819884;0.6253955283841011;9.998186;493.389406911;228.095003966;-1.1297076401129553;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:45:375;0.408142981054;0.00540566653424;0.3453866234704286;0.47884035;-0.453427597143;0.00297628943369;0.4385830308818943;-0.40222588;9.94524013125;0.00348182063325;0.592874139800275;9.998186;493.807979625;222.394637535;-1.11251587229421;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:45:531;0.409442691161;0.0055235487153;0.25746743645718695;0.47884035;-0.456129625304;0.00289078952777;0.5178661727132763;-0.40222588;9.95047317143;0.00378780099478;0.2064073182492967;10.01734;493.750640946;224.156905411;-1.1219036820268558;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:45:687;0.405611968411;0.00615114295539;0.012343323038287224;0.47884035;-0.461089043;0.00327816347254;0.17337622721094048;-0.40222588;9.95286737143;0.00405639541627;-0.13137418791005606;10.01734;494.181110268;222.924586016;-1.113534217885229;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:45:843;0.404893708054;0.00621248569995;-0.04679169983242781;0.47884035;-0.461396869286;0.00369581977148;0.11071090919957394;-0.417548776;9.95447490804;0.00401280811284;-0.14592402203829336;10.01734;494.744238446;231.976276781;-1.20670033124967;510.01825;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:000;0.406945881018;0.00572040539649;0.0494550508780498;0.47884035;-0.45852382775;0.00421361762665;0.044185728324596774;-0.40222588;9.95464593929;0.00405720691146;-0.18850696749479656;10.01734;495.034952911;226.319455324;-1.1518649889741785;510.01825;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:156;0.409511096839;0.00586321325909;-0.03842404189131399;0.47884035;-0.456711074429;0.00428931427118;-0.015087778984232969;-0.40222588;9.95704014018;0.00397171466901;-0.17230883025226795;10.01734;495.226265804;222.288839164;-1.1132911549344346;510.01825;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:312;0.407253706268;0.00593162534759;-0.057222276140697304;0.47884035;-0.45178586;0.00467335774464;-0.18310779066031735;-0.40222588;9.95963955446;0.00407929263341;-0.31592967434720487;10.01734;494.747100589;217.675385655;-1.039482333452488;510.01825;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:468;0.407766749696;0.00615221573019;-0.18561293830319814;0.47884035;-0.448126152446;0.00485435145288;-0.19237298503197087;-0.40222588;9.96295723214;0.00446097351615;-0.6171926787162758;10.01734;493.941965464;220.838876171;-1.0321153995063101;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:625;0.402704723125;0.00682469428076;-0.3751096631023678;0.47884035;-0.448947021946;0.00478356227077;-0.12373023633616098;-0.40222588;9.96774562143;0.00446883335765;-0.7557229614796852;10.036493;494.171397286;216.789402245;-1.0379680554892896;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:781;0.400652550054;0.00650013460581;-0.35689564078082636;0.47884035;-0.44768151475;0.00469647374349;-0.04763516746883889;-0.40222588;9.96866909464;0.00440824918623;-0.7271457265058645;10.036493;493.158570143;222.939674625;-1.033271389923338;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:46:937;0.396890232804;0.00587144060567;-0.624672536600225;0.47884035;-0.446073979036;0.00445810420688;0.1561364325733563;-0.40222588;9.969592575;0.0043905053863;-0.7363304345565047;10.036493;492.792937;222.103069037;-0.9798754618302254;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:47:093;0.399489651982;0.00601689353375;-0.6589018552563308;0.47884035;-0.446792239946;0.00445814515137;0.14916029065395797;-0.40222588;9.96866910357;0.0042353011329;-0.593487107004325;10.01734;492.493797643;231.430730205;-0.9522965392129952;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:47:250;0.398018927911;0.00593003432762;-0.6503305155126817;0.47884035;-0.447407891821;0.00448936575389;0.1052047538505243;-0.40222588;9.97116589107;0.00400240006613;-0.4700396170635224;10.01734;492.708789;227.714760599;-0.8733473466857902;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:47:406;0.395214292286;0.00555136290816;-0.5778725143696408;0.47884035;-0.446963253732;0.00449593671105;0.10246488460211678;-0.40222588;9.97178153482;0.00388330587284;-0.3647124982056651;10.01734;493.578437214;211.563826116;-0.7580465688870142;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:47:562;0.395385306929;0.00555045630632;-0.5386898191791238;0.47884035;-0.444363834625;0.00467197378567;-0.04667783347430143;-0.38307226;9.96853225804;0.00396516557995;-0.3653064505047703;10.01734;493.696801893;204.793400945;-0.6980736646274677;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:47:718;0.398566175179;0.00604177740576;-0.526917512348684;0.47884035;-0.4451162985;0.00470232869076;-0.07669690613087576;-0.36391866;9.96904530625;0.00399336496502;-0.41061203265656854;10.01734;492.626617429;194.295946324;-0.5038059103618884;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:47:875;0.396958639375;0.00630715851287;-0.5209330231812612;0.47884035;-0.443953400571;0.00473784024677;-0.10792334602505482;-0.36391866;9.97120008125;0.00385685073131;-0.37255514675300416;10.01734;491.545983607;205.402646233;-0.5553293551529519;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:031;0.397950523214;0.00648498668422;-0.5349893700322776;0.47884035;-0.442927313804;0.00465864219955;-0.05396228118707125;-0.36391866;9.97150790714;0.00393822565546;-0.38882893932036877;10.01734;491.689996714;217.931688315;-0.6058108523317292;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:187;0.402294289893;0.00713675109709;-0.6665728846043222;0.47884035;-0.443679777482;0.0046492320283;-0.05062436400005099;-0.36391866;9.97222618571;0.00377229200687;-0.450485893534204;10.01734;491.023467714;229.809880128;-0.7270027894952213;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:343;0.399626465018;0.00704090395625;-0.6403950797233016;0.47884035;-0.441867025232;0.00467373194502;-0.015219383138397546;-0.36391866;9.97444936339;0.00369607239786;-0.4160021306430477;10.01734;490.855381143;231.198599248;-0.7151431059774227;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:500;0.401336609482;0.00709272773681;-0.6518777555776496;0.47884035;-0.441524996661;0.0047465893465;-0.02886816180221352;-0.36391866;9.97650152411;0.00371067170005;-0.46989438857907073;10.036493;490.424970536;239.826047537;-0.7436708676641319;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:656;0.400789363696;0.00694471061516;-0.5993973810181905;0.47884035;-0.440977750196;0.00468579523185;0.022721214747892127;-0.36391866;9.97342326518;0.00387166134077;-0.5112947503013476;10.036493;491.000191286;262.189376591;-0.708146859478282;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:812;0.399694871661;0.00668880642164;-0.480863153984989;0.47884035;-0.437352244911;0.00394608380207;-0.1777506776110518;-0.36391866;9.97284181161;0.00395324010011;-0.5756064042928859;10.036493;491.365298714;270.715543123;-0.8258131154982333;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:48:968;0.402362696411;0.00665064630019;-0.4119678496943524;0.47884035;-0.438275723125;0.00395962233383;-0.19098922924151207;-0.36391866;9.97219195982;0.004009627348;-0.6098923950287118;10.036493;491.289093357;270.721951458;-0.8187084016828248;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:49:125;0.403559797089;0.00651851906708;-0.32325306290235467;0.47884035;-0.439062389696;0.00396845109883;-0.19651831730082447;-0.36391866;9.97133688393;0.00398868069729;-0.5631522198665317;10.036493;490.668845214;248.719337414;-0.7565113836466382;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:49:281;0.408279794518;0.00563069692658;-0.13535653816443194;0.47884035;-0.439849055554;0.00393935608023;-0.15416801543022185;-0.36391866;9.97263659107;0.00407250613223;-0.649635270274838;10.036493;491.387189571;250.638674942;-0.8275337373047695;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:49:437;0.405030520375;0.00540988431235;-0.011519996009154543;0.45968673;-0.438036302375;0.00380715389872;-0.06646676488699255;-0.36391866;9.97161051071;0.00380414764266;-0.9667541473837415;10.036493;491.726693036;247.20157847;-0.802872063278345;504.0134;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:49:593;0.399147624732;0.00648003258945;0.3782881603619441;0.45968673;-0.435710505946;0.00379799169574;-0.095097381144857;-0.36391866;9.97311544643;0.00376919191857;-0.9593063474592634;10.036493;492.073330286;250.674021205;-0.8065048615549033;504.412124;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:49:750;0.398258349982;0.00680656221438;0.34902549046988796;0.45968673;-0.437078621429;0.00381324638327;-0.10227489299154646;-0.36391866;9.97178153571;0.00408769650975;-0.6985543569767292;10.036493;493.094759;276.142281027;-0.921794011587429;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:49:906;0.398805595768;0.0067319920837;0.4122607580513491;0.45968673;-0.436428766304;0.00373299670734;-0.0364639857324951;-0.36391866;9.96942152768;0.00389002152798;-0.656452564565456;10.036493;494.497872571;294.610203772;-0.9769523263642506;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:50:062;0.404414868554;0.0062462569725;0.8158345773239528;0.45968673;-0.434102971054;0.00329708750303;-0.25290636132971356;-0.36391866;9.96641166696;0.00385455173862;-0.6638250967260788;10.036493;494.003423607;298.21561731;-1.010385409651604;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:50:218;0.405919795446;0.00617975406649;0.9471410005532279;0.45968673;-0.433966159464;0.00277777350145;-0.2983763001530728;-0.36391866;9.96815600357;0.00396039398998;-0.7587607572520394;10.036493;492.990548036;293.885573075;-0.9498350315573281;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:50:375;0.407595736482;0.00605385034432;1.1674925141767858;0.45968673;-0.438583547982;0.00243385901228;-0.03238450718573205;-0.40222588;9.97178149732;0.00381517335386;-0.666337879427433;10.036493;492.63225875;300.163685148;-0.9994169895280396;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:50:531;0.404346462536;0.00586527847604;1.2548370736607648;0.45968673;-0.442174851339;0.00265442604792;-0.03793262727161384;-0.40222588;9.97195251964;0.00382745078691;-0.6779789115170027;10.036493;492.197743964;302.898993759;-0.9934302293820614;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:50:687;0.403833419357;0.00593597758163;1.1618125834051822;0.45968673;-0.444227023839;0.00235522856945;0.1511731415218418;-0.40222588;9.97263659107;0.00375805645321;-0.636684504769832;10.036493;492.379700929;318.176372297;-1.1262673964326004;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:50:843;0.404278056429;0.00559827950175;1.5750565871554763;0.45968673;-0.444671660911;0.00211656194465;0.13301740677763885;-0.40222588;9.968258625;0.00356889932615;-0.6248446523808342;10.01734;492.995863143;316.30062435;-1.1313894556445112;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:51:000;0.409271676821;0.00488463668228;2.5324952240809884;0.45968673;-0.443850791214;0.00210564969876;0.13495114558519594;-0.40222588;9.96446210714;0.00337900066955;-0.5185613866730461;10.01734;493.288298464;320.369407019;-1.1581403689737706;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:51:156;0.40804037275;0.00487164681204;2.4982877341100087;0.45968673;-0.445766152857;0.00220457108183;0.008452430508963715;-0.40222588;9.9655566;0.00340445687596;-0.5425851165696876;10.01734;493.553513946;334.759608453;-1.1862267860283326;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:51:312;0.407356314714;0.00477431636515;2.673176500605577;0.45968673;-0.444158617143;0.00249854292199;-0.27659483510854654;-0.40222588;9.96849804821;0.00356417807628;-0.6224689109446482;10.01734;493.349689589;322.117240898;-1.1254417114622985;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:51:468;0.404585881;0.0047852414525;2.5477805030958534;0.45968673;-0.442858907196;0.00255606615672;-0.3510996414551735;-0.40222588;9.96781400179;0.00369211061464;-0.7238923802018222;10.01734;493.657790232;310.777921016;-1.097398972878508;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:51:625;0.408690227554;0.00520235870424;2.0911506290715973;0.45968673;-0.440704125554;0.00259092616372;-0.45529273795132896;-0.40222588;9.96990038125;0.00398940637451;-0.8424591020785117;10.01734;494.026989232;307.658868856;-1.1063666032689683;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:51:781;0.407253706804;0.00543898394552;1.76858102747096;0.45968673;-0.440464705554;0.00256802193716;-0.43154699243283057;-0.40222588;9.96877169286;0.00407430015708;-0.9084679400820201;10.01734;493.524810125;316.765625754;-1.146992262363689;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;1
11:30:51:937;0.403320375536;0.00561046445352;1.4365478159072502;0.45968673;-0.441969632321;0.00245590477756;-0.30190434510900843;-0.40222588;9.96863489821;0.00412256981833;-0.915442986499702;10.01734;492.581818518;322.337943052;-1.1485104622064648;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;1
11:30:52:093;0.402396897679;0.00540920445274;1.4494633084760524;0.45968673;-0.442516877625;0.00279599967274;0.37566670302946115;-0.40222588;9.96641170357;0.00417555684041;-0.9456028758696484;10.01734;492.215676911;324.193448493;-1.1742275419456831;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;1
11:30:52:250;0.407527329589;0.00514397884493;1.7337789079172792;0.45968673;-0.440943544911;0.00323475869159;0.8203758400004721;-0.40222588;9.96422271607;0.004283218526;-0.9962752182996115;10.01734;492.634990839;310.345355477;-1.152437609376747;514.0613;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;1
11:30:52:406;0.401302404625;0.00588136916997;1.1058782338057442;0.45968673;-0.441593400071;0.00320432306532;0.9165358606145353;-0.40222588;9.96292300268;0.00428758049004;-1.0321816550843859;10.01734;492.065154589;292.167609189;-1.001294159120805;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;1
11:30:52:562;0.392820089232;0.00564307780872;0.9410064776054732;0.45968673;-0.441559197286;0.00319456778841;0.9364026161738459;-0.40222588;9.96514617589;0.00423176271425;-1.0100690741906302;10.01734;492.347645446;286.882865245;-0.9790501636745401;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;1
11:30:52:718;0.393469943982;0.00561229822305;0.98825854041135;0.45968673;-0.44118296525;0.00308972581959;1.0496885435538346;-0.40222588;9.9615548625;0.00450891601596;-1.028942301683413;10.01734;492.254003589;286.999929985;-0.9898034134672211;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:52:875;0.391965017125;0.00554306256184;1.0120496394068974;0.4405331;-0.443953398929;0.00301490435367;1.2211525793912479;-0.40222588;9.957587325;0.00442393057751;-0.9457958703951435;10.01734;492.421881268;274.645450305;-0.9311179411691408;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:031;0.390733713304;0.00553200057399;0.9742785159725611;0.4405331;-0.447065860304;0.00313394567378;1.1452846423840466;-0.40222588;9.96018674018;0.00432427282107;-0.9191045327778942;10.01734;491.909745804;254.524956104;-0.9737298230758782;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:187;0.385534875161;0.00605631218451;0.5099203758073143;0.4405331;-0.447476294089;0.00319916638053;1.032160414240498;-0.40222588;9.95981051875;0.00427915994265;-0.8807557644958908;10.01734;491.748112911;255.909811702;-0.9557384203092458;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:343;0.385911106482;0.00650830786476;0.2828046866291274;0.45968673;-0.446963250714;0.00321192345366;0.9775069993620482;-0.40222588;9.95943428482;0.0042272135052;-0.8337791567609005;10.01734;491.643209268;254.992025608;-0.9333323106253069;508.00882;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:500;0.385056034911;0.00653142966365;0.24090006350264215;0.45968673;-0.445047889143;0.00327481389481;0.753828412386492;-0.40222588;9.9583056;0.0043238555304;-0.8844722918825596;10.01734;491.043842054;258.045490406;-0.9077287408785693;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:656;0.384406180161;0.00653817142342;0.21938557684612814;0.45968673;-0.444740063321;0.0032873253013;0.7146607047299987;-0.40222588;9.951909675;0.00493299624728;-0.3281282897173381;10.01734;490.793223625;253.132433495;-0.817495723526076;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:812;0.384337774625;0.00657241489905;0.18547662711092272;0.45968673;-0.446552816304;0.00315938375287;1.0003581649767304;-0.40222588;9.94530852857;0.00457784925838;-0.31286362254371847;10.01734;489.669200804;271.431556765;-0.6267006466007881;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:53:968;0.390357482125;0.00578722030613;-0.06788943106378742;0.45968673;-0.447784120446;0.00308801434795;1.1769775569484606;-0.40222588;9.94585576429;0.00457777296393;-0.3381150107060593;10.01734;489.330873786;267.544435914;-0.5801551155697195;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
11:30:54:125;0.393025306482;0.00555256031956;-0.172538696008949;0.45968673;-0.447920932107;0.00309780354942;1.1582829061806112;-0.40222588;9.94770270536;0.00435756978849;-0.25941816105690485;10.01734;488.653279357;247.859098655;-0.515821781087987;506.00702;0.28900722;0.0;-3.0;0.28900722;0.0;0.0;-3.0;0.0;0
